name,TotalExposedSasa,TotalBSA,InterfaceHydrophobicSasa,InterfacePolarSasa,InteractionScore,FaAtrInteraction,FaRepInteraction,FaSolInteraction,FaElecInteraction,HBondBbScInteraction,HBondScInteraction,GenBonded,HBInterface,TotalPackStat,InterfaceUnsat,SideFlexAlpha,SideFlexBeta,SideFlexOther,BackFlexAlpha,BackFlexBeta,BackFlexOther,PiPi,TStacking,CationPi,SaltBridge,TotalElec,TotalHBond,TotalHphobics,6.6,6.7,6.8,6.9,6.15,6.16,6.17,6.35,6.53,7.6,7.7,7.8,7.9,7.15,7.16,7.17,7.35,7.53,8.6,8.7,8.8,8.9,8.15,8.16,8.17,8.35,8.53,16.6,16.7,16.8,16.9,16.15,16.16,16.17,16.35,16.53,FCsp3,NumHAcceptors,NumHDonors,MolLogP,TPSA,VdwSA,Class,PDB_code
actives_best/mini_1d6v_model0_chainH_HOP_resi401__chainL_chainH.pdb,-0.0394613123222147,725.2000000000007,0.7314250509673884,0.2685749490326116,-27.44684263969964,-33.20397797010128,9.831523555245894,4.113158566327002,-1.8985216218275127,0.0,0.0,2.8247461191714565,0.0,0.022712,11.0,0,291,102,0,12,1,0,0,1,0,-40980.37576065128,1,51,4594,1044,1169,11,135,30,40,0,503,116,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391304347826087,4,3,3.693400000000002,86.63000000000001,494.4890577967874,1,1D6V_HOP
actives_best/mini_1dlr_model0_chainA_MXA_resi188__chainA.pdb,-0.2171373109182144,783.2000000000007,0.8239120885417189,0.1760879114582811,-36.83316405841822,-36.16034115904404,8.845286494775337,3.9028410836806415,-5.682681448493213,-1.6568875945515664,-1.1103342093436162,9.885381174647296,3.0,0.005776,6.0,133,85,175,5,43,2,0,0,0,0,-92562.30452525688,3,44,3330,801,843,26,1163,235,261,12,345,88,84,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2352941176470588,7,2,2.10562,109.17,389.8384933962012,1,1DLR_MXA
actives_best/mini_1e7v_model0_chainA_LY2_resi3095__chainA.pdb,-0.2311505335810679,764.1999999999971,0.8298554923378979,0.1701445076621021,-23.04311482487492,-26.59075841357572,8.83095316890467,-0.5728713838498152,-1.506701530850478,0.0,0.0,2.469492316290946,0.0,-0.014871,10.0,0,227,78,0,13,9,0,0,0,0,2485.617646285036,1,24,3671,917,964,51,206,46,54,3,587,144,159,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2105263157894736,4,0,3.2966000000000024,42.68,378.1752696998336,1,1E7V_LY2
actives_best/mini_1ewl_model0_chainA_R99_resi280__chainA.pdb,-0.0495188892887963,690.1099999999988,0.6648557811545144,0.3351442188454856,-22.535757725441613,-28.02932426028019,4.951251086150506,8.91780538877947,-2.607032210095156,0.0,0.0,7.942988807679279,0.0,0.007703,12.0,56,79,94,1,42,49,0,0,0,0,192574.21937116847,1,17,2239,680,787,54,255,79,94,7,616,189,209,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5263157894736842,5,4,1.1018999999999994,115.73,502.4247321661716,1,1EWL_R99
actives_best/mini_1ewm_model0_chainA_RL2_resi280__chainA.pdb,-0.0360343449511963,708.2000000000007,0.662792368058145,0.337207631941855,-22.612910082556937,-25.835460759661373,5.265430549565906,5.364204497076571,-2.0221521134436102,0.0,0.0,13.439669736797876,0.0,0.013009,6.0,51,68,115,3,42,32,0,0,0,0,73402.21811560859,1,15,2322,697,802,49,218,65,76,6,560,171,192,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5263157894736842,5,4,1.1018999999999994,115.73,497.40371765821897,1,1EWM_RL2
actives_best/mini_1fk9_model0_chainA_EFZ_resi999__chainA.pdb,-0.2077590972443084,663.2000000000007,0.8559323159915636,0.1440676840084364,-36.69011216954323,-32.25819711817485,7.489926596411351,-0.3480050317166387,-4.067992821352277,-3.074055499335742,0.0,12.423540184507566,2.0,0.0129679999999999,3.0,0,269,8,0,42,6,0,0,0,0,-70983.39810742225,2,23,2943,697,699,4,202,46,47,0,389,93,92,0,607,132,138,0,0,0,0,0,0,0,0,0,212,50,53,0,0,0,0,0,0,0,0,0,0.3571428571428571,2,1,4.073100000000002,38.33,317.13273114153696,1,1FK9_EFZ
actives_best/mini_1fm6_model0_chainD_BRL_resi503__chainD.pdb,-0.1961827814749239,821.0,0.8294660053670234,0.1705339946329765,-35.76724617135039,-44.02277166178101,10.683389976718331,6.8747258138917005,-2.84239333705682,0.0,-1.7451588128204705,10.18055316724274,3.0,0.0143599999999999,2.0,346,76,9,42,1,0,0,0,0,0,67702.061400468,3,28,3859,886,855,74,644,147,144,11,675,158,155,11,0,0,0,0,0,0,0,0,223,49,41,4,0,0,0,0,0,0,0,0,0,0,0,0,0.2777777777777778,6,1,2.4909,71.53,426.5470680075732,1,1FM6_BRL
actives_best/mini_1fv0_model0_chainA_9AR_resi401__chainA.pdb,-0.2257478381796631,760.8899999999994,0.7238709456287549,0.2761290543712452,-21.34255532211972,-34.1517021645941,6.922208532949384,10.006732581640222,0.3927964541052802,0.0,0.0,22.34321578394088,0.0,-1.6999999999933735e-05,5.0,114,0,144,7,0,56,0,0,0,0,172566.431770241,0,23,2795,677,812,63,118,30,33,2,1132,269,321,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1176470588235294,7,3,2.933700000000002,125.53000000000002,351.18266354056607,1,1FV0_9AR
actives_best/mini_1fvt_model0_chainA_106_resi299__chainA.pdb,-0.1763164791571205,717.3999999999996,0.7296456972110427,0.2703543027889573,-25.48639642211174,-33.577352424001674,10.756917039357065,13.76385366885802,-6.656552271077544,-5.055146498502559,0.0,18.973181281428385,4.0,0.003614,3.0,29,263,10,0,46,1,0,0,0,1,-104094.43804117924,4,24,2690,655,663,0,717,177,179,0,474,118,122,1,0,0,0,0,0,0,0,0,145,37,34,0,0,0,0,0,215,53,53,0,0,0,0,0,0.0,5,3,1.8648,113.65,359.3842608587557,1,1FVT_106
actives_best/mini_1fxv_model0_chainB_PNN_resi1001__chainB.pdb,0.0050489580867906,497.6999999999971,0.8058311538884204,0.1941688461115795,-20.705521643402108,-19.104155091188204,4.554135827810455,-0.1713182281014269,-2.1278250029827177,0.0,-0.7634396584287728,9.795441917416731,1.0,-0.0044590000000001,4.0,16,73,113,0,9,7,0,0,0,0,-60090.54509645557,1,16,2707,609,741,7,317,71,78,0,541,123,141,0,0,0,0,0,0,0,0,0,141,41,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4375,5,2,0.8607999999999996,86.71000000000001,398.99694920377897,1,1FXV_PNN
actives_best/mini_1g9v_model0_chainA_RQ3_resi801__chainB_chainA.pdb,-0.0539502894284162,691.7000000000007,0.7436127350100278,0.2563872649899723,-20.578209555057697,-19.28564809830914,4.4324408867552165,0.5202531613376777,-2.305411149492216,0.0,0.0,9.297246510913912,0.0,-0.008793,1.0,211,0,34,1,0,0,0,0,1,1,-142547.68769727895,0,20,2831,762,829,31,172,47,44,2,478,113,137,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,4,2,3.7266400000000015,75.63,446.95314180346446,1,1G9V_RQ3
actives_best/mini_1ggd_model0_chainC_FAF_altA_resi301__chainC_altB.pdb,0.0002875820788285,550.8299999999999,0.5980009738103051,0.4019990261896948,-22.9485854465849,-27.478133485436672,6.286548955802331,13.46185546864001,-6.292211441070407,-4.368195066794826,0.0,2.214801028852119,3.0,-0.004013,1.0,0,85,111,0,55,51,0,0,0,0,-161427.79740941935,3,22,1704,451,545,61,180,47,61,8,265,72,97,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4705882352941176,3,2,1.4635999999999996,75.27000000000001,425.6324446922106,1,1GGD_FAF
actives_best/mini_1gii_model0_chainA_1PU_resi501__chainA.pdb,-0.2006633929591057,674.8999999999996,0.6968863396933176,0.3031136603066824,-23.85466344043164,-28.151931841418445,5.408559919006279,9.659579323151092,-4.999809073470203,-3.88776112504484,0.0,8.21543170687568,2.0,-0.00495,3.0,2,237,26,0,23,24,0,0,0,0,-98153.53178524168,3,18,3140,825,846,0,748,194,204,0,392,102,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2352941176470588,3,2,3.016300000000001,74.33000000000001,356.01608775926024,1,1GII_1PU
actives_best/mini_1gij_model0_chainA_2PU_resi501__chainA.pdb,-0.1740347585160397,796.0,0.6223374710905462,0.3776625289094539,-29.452749775401458,-33.427533908073656,6.800057567219824,10.016171594846355,-5.950040874768206,-3.7855884520240153,0.0,19.6475650106564,2.0,-0.0016009999999999,8.0,1,266,40,0,32,28,0,0,0,2,-115619.95397619242,2,18,3360,880,903,1,1035,281,286,0,397,103,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4210526315789473,4,4,2.7689000000000004,102.15,439.6708599347604,1,1GIJ_2PU
actives_best/mini_1gj4_model0_chainH_132_resi410__chainH_altA.pdb,-0.1932260879735849,770.5,0.7176655417500708,0.2823344582499292,-31.58531661848167,-37.32246994346952,9.352956208727903,18.08133941668177,-9.265201371621856,-1.2242428202306286,-2.3441523685820265,23.662051681022803,5.0,0.0054319999999999,10.0,0,60,229,0,37,44,0,0,1,0,-91222.69542255223,5,37,3428,903,1083,86,564,159,187,11,177,42,54,4,0,0,0,0,0,0,0,0,0,0,0,0,220,55,62,7,0,0,0,0,0,0,0,0,0.0,1,4,3.3253000000000013,87.63000000000001,402.6557766091408,1,1GJ4_132
actives_best/mini_1h1q_model0_chainC_2A6_resi1298__chainC.pdb,-0.2440166493236217,829.4000000000015,0.7387767166032071,0.2612232833967929,-35.502896065853406,-37.54492246415498,8.623460712493056,4.980090848761392,-3.6881089688502016,-3.004679426526863,0.0,6.269844906034994,2.0,-0.00563,8.0,12,299,45,0,61,19,0,0,0,0,-40513.89868955952,2,31,3295,822,876,0,1008,252,265,0,220,52,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3888888888888889,5,2,4.055600000000002,75.72,410.6099246067739,1,1H1Q_2A6
actives_best/mini_1h9z_model0_chainA_RWF_resi3001__chainA.pdb,-0.2104673322865624,711.3000000000029,0.8066464041572987,0.1933535958427013,-30.793847236633383,-32.43039306781884,7.936753904266311,0.071986790131632,-1.896708287894625,0.0,-0.9629609171989556,10.591394606209226,1.0,0.0094749999999999,5.0,386,0,0,24,0,0,0,0,0,0,-37831.0436364119,0,38,3741,987,966,66,0,0,0,0,795,221,205,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1578947368421052,4,1,3.6096000000000026,67.51,367.6732915335005,1,1H9Z_RWF
actives_best/mini_1ha2_model0_chainA_SWF_resi3001__chainA.pdb,-0.2541977573568741,733.4000000000015,0.7618234189465779,0.238176581053422,-28.190725378504112,-29.51600363836769,6.681196028841441,-0.0469131183340323,-1.105738823575848,0.0,0.0,11.656145168511378,0.0,-0.001251,3.0,360,0,0,25,0,0,0,0,0,0,-32736.69440493916,0,30,3717,999,956,80,0,0,0,0,787,225,207,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1578947368421052,4,1,3.609600000000003,67.50999999999999,362.3784853705517,1,1HA2_SWF
actives_best/mini_1i9h_model0_chainB_BNI_resi502__chainB.pdb,-0.1162729880209223,730.5300000000007,0.7014035286658956,0.2985964713341044,-33.75186566148443,-34.74959887632485,6.534141686706079,10.092448159858291,-5.562956530964328,-0.6062496470599754,-5.589228423969054,24.25058967636897,4.0,0.0056929999999999,6.0,0,333,94,0,3,27,0,0,0,0,-339096.23919704545,4,32,2502,668,721,0,620,164,178,0,522,137,155,0,0,0,0,0,0,0,0,0,212,51,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,4,4,2.1505,110.54,419.1684101254758,1,1I9H_BNI
actives_best/mini_1inc_model0_chainA_ICL_resi260__chainA.pdb,-0.1070759162212626,698.2999999999993,0.5890636754332923,0.4109363245667077,-23.83709944526948,-27.098117557202382,9.113435196340845,8.608567885528373,-5.467279985660866,-2.4244705342626105,-1.1624518405283943,12.985825423648542,3.0,0.0191289999999999,4.0,0,67,184,0,28,27,0,0,0,0,-93590.850942536,3,17,2249,682,715,66,252,81,84,8,526,162,168,16,0,0,0,0,0,0,0,0,0,0,0,0,176,52,57,4,0,0,0,0,0,0,0,0,0.4705882352941176,4,2,3.6403000000000016,84.50000000000001,430.18144645645407,1,1INC_ICL
actives_best/mini_1ix1_model0_chainA_BB2_resi1301__chainA.pdb,-0.1354931115301465,810.1800000000003,0.6755837411787767,0.3244162588212232,-40.57783576520063,-40.21102631772055,10.195990923470504,16.806319649190755,-13.500643878397568,-4.553685447113811,-4.618964220521882,4.997633347445513,6.0,0.0380949999999999,9.0,145,222,87,3,50,25,0,0,0,1,-151981.00701280648,8,17,3041,765,819,77,532,139,141,14,864,214,232,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8421052631578947,5,4,1.2025000000000003,118.97,544.1634476808172,1,1IX1_BB2
actives_best/mini_1jla_model0_chainA_TNK_resi999__chainA.pdb,-0.2437696193982312,894.2000000000007,0.8595029874827383,0.1404970125172616,-42.57431601837834,-45.76963703718593,11.44381717055012,2.738951178188472,-2.933444214565384,-1.3089590737736216,0.0,13.036239677846346,1.0,0.007258,4.0,0,406,79,0,52,13,0,0,0,0,-157289.30930005922,1,54,4163,1015,1020,26,399,98,93,2,564,139,140,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2727272727272727,4,1,3.4251000000000023,64.09,445.6236052617792,1,1JLA_TNK
actives_best/mini_1k3t_model0_chainC_BRZ_resi960__chainC_altA.pdb,0.0964696133001852,440.1999999999989,0.7788408075617784,0.2211591924382216,-15.447948507309093,-13.856574398515022,2.9172045314313664,0.0875317084382913,-3.040740849618146,-1.1199341176202182,0.0,8.689201737046558,1.0,0.0001249999999999,1.0,69,72,1,6,19,0,0,0,0,0,-74051.683231676,1,9,2299,711,848,34,0,0,0,0,466,139,174,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4210526315789473,4,1,3.331000000000002,59.67,395.6635100735424,1,1K3T_BRZ
actives_best/mini_1ke5_model0_chainA_LS1_resi299__chainA.pdb,-0.1839373116953,747.2999999999993,0.6889189221756615,0.3110810778243385,-29.525060211863547,-34.12673435293323,10.747110403010652,12.200270726944382,-8.970627581562553,-4.338464770875085,0.0,23.71948635845009,4.0,0.0138099999999999,7.0,20,233,68,0,10,29,0,0,0,1,-4840.524136234609,4,31,3075,764,769,0,522,130,132,0,478,122,118,1,0,0,0,0,0,0,0,0,142,37,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,4,3,1.9998,87.30000000000001,369.7860551522426,1,1KE5_LS1
actives_best/mini_1ke6_model0_chainA_LS2_resi299__chainA.pdb,-0.1214959145191691,741.5999999999985,0.7237247713996147,0.2762752286003854,-24.48422553380533,-26.028596945740446,8.8523729219188,5.381112569441029,-6.086945878963832,-3.409662581452956,0.0,27.51310156592476,3.0,-0.031065,2.0,0,188,30,0,9,27,0,0,0,0,-54980.98247260111,3,23,2953,732,759,0,864,218,231,0,401,102,103,0,0,0,0,0,0,0,0,0,308,80,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1176470588235294,7,3,2.1137999999999995,112.54999999999998,420.14602267239,1,1KE6_LS2
actives_best/mini_1ke8_model0_chainA_LS4_resi299__chainA.pdb,-0.1661347966245721,821.6000000000004,0.6277373479416521,0.3722626520583479,-31.78354128583192,-34.91656275883179,8.124061048719796,11.132808931855834,-8.574270257130536,-3.801216672108709,0.0,14.161885128634296,3.0,0.0058909999999999,4.0,18,254,56,0,14,27,0,0,0,0,-82401.43049787421,3,29,3229,803,808,0,631,163,164,0,467,122,116,1,0,0,0,0,0,0,0,0,237,63,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,3,3.349,100.19,414.0857051902975,1,1KE8_LS4
actives_best/mini_1kms_model0_chainA_LIH_resi201__chainA_altA.pdb,-0.2128633178745473,751.0400000000009,0.7621557487074784,0.2378442512925215,-27.34788846912062,-33.60028165208314,6.4339487502975885,7.723237819569022,-2.8143499433206216,-1.016002413240372,0.0,33.22846916564588,1.0,0.004338,12.0,132,80,146,5,38,3,0,0,0,0,64286.01680028375,2,35,3507,852,890,24,1494,333,354,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,7,3,2.6579200000000007,115.63,372.3818535419076,1,1KMS_LIH
actives_best/mini_1kv1_model0_chainA_BMU_resi391__chainA.pdb,-0.2060857691993729,761.2000000000007,0.8131026375888424,0.1868973624111576,-38.06097981513915,-33.69670022092987,6.963507486046694,5.099941278129336,-7.759003945096765,-1.231140526612215,-3.7087883524235536,8.01037350330723,3.0,0.0058529999999999,1.0,118,96,160,2,15,27,0,0,1,0,-127077.21211380184,3,19,3034,798,798,17,782,198,197,4,188,48,52,2,0,0,0,0,0,0,0,0,0,0,0,0,196,50,54,2,0,0,0,0,0,0,0,0,0.3333333333333333,3,2,4.0150000000000015,58.95,375.2093629151274,1,1KV1_BMU
actives_best/mini_1l2s_model0_chainB_STC_resi3115__chainB_altB_chainA.pdb,-0.2367535855121574,671.0999999999985,0.6770906903412018,0.3229093096587981,-21.80344748200764,-24.43291419406524,4.39446222315928,9.250468619885396,-4.27495516526551,0.0,-3.299702555918365,3.756898934141919,2.0,-0.004944,4.0,187,0,69,12,0,6,0,0,0,0,-11183.797744442598,2,19,2143,579,659,3,195,56,55,0,801,208,242,2,0,0,0,0,0,0,0,0,409,106,121,0,181,55,57,0,0,0,0,0,0,0,0,0,0.0,5,2,2.900500000000001,83.47,303.4565239407096,1,1L2S_STC
actives_best/mini_1lbc_model0_chainC_CYZ_resi331__chainA_chainC.pdb,-0.1924394070741297,773.2000000000007,0.5924016245591932,0.4075983754408067,-23.44307013826665,-34.07637344753584,7.620409296412163,19.479550206809108,-6.7541380134408655,-2.169646469378592,-3.486157410476565,22.811438933901748,5.0,0.0076779999999999,10.0,80,173,37,5,72,0,0,0,0,0,50524.121338887904,5,16,2749,681,819,10,555,137,170,3,721,165,208,7,0,0,0,0,0,0,0,0,355,87,105,3,181,39,47,1,0,0,0,0,0,0,0,0,0.4285714285714285,5,3,1.2295,118.36,396.7370597070887,1,1LBC_CYZ
actives_best/mini_1lhw_model0_chainA_ESM_resi301__chainA_altA.pdb,-0.2086830810480924,708.3500000000004,0.7573620491812473,0.2426379508187527,-39.81913674312512,-36.08083590812328,9.835381247646524,1.8473313628792312,-6.33487600611079,0.0,-4.585254399500659,3.757747096090133,4.0,0.027428,2.0,0,387,68,0,36,7,0,0,0,0,-215084.82766845252,3,29,4166,900,1019,54,0,0,0,0,590,142,156,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6842105263157895,3,2,3.617800000000004,49.69,379.1759965353804,1,1LHW_ESM
actives_best/mini_1lke_model0_chainA_DOG_resi500__chainA.pdb,-0.2256551277903595,785.0500000000011,0.639574351404336,0.360425648595664,-40.018803170931164,-43.37604496489519,10.653039278155944,3.910307761262629,-3.0655626917742893,-3.552713678800501e-15,-3.857344888082025,8.407458478013812,2.0,0.027235,3.0,113,441,0,0,41,0,0,0,0,0,42574.161965569416,3,47,4807,1220,1258,16,0,0,0,0,1092,268,271,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8695652173913043,5,3,2.575100000000001,86.99000000000001,455.9313734575022,1,1LKE_DOG
actives_best/mini_1lnm_model0_chainA_DTX_resi700__chainA.pdb,-0.2336945891723838,787.7399999999998,0.6934139567464839,0.3065860432535161,-38.05487741514492,-38.82536728777404,8.187949996900642,0.7056449240876645,-1.510416749086971,0.0,-1.7690431180724993,8.989068394103658,1.0,0.0108439999999999,4.0,118,372,0,0,35,0,0,0,0,0,108747.52215371915,2,38,4519,1186,1187,21,0,0,0,0,840,209,210,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8695652173913043,4,2,3.6043000000000034,66.76,438.7031414946137,1,1LNM_DTX
