Name,Active,MCS
SB4_22,SB4,0.44
SB4_23,SB4,0.24
SB4_24,SB4,0.346
SB4_25,SB4,0.515
SB4_26,SB4,0.429
SB4_27,SB4,0.371
SB4_28,SB4,0.429
SB4_29,SB4,0.471
SB4_30,SB4,0.4
SB4_31,SB4,0.282
SB4_32,SB4,0.562
SB4_33,SB4,0.515
SB4_34,SB4,0.353
SB4_35,SB4,0.08
SB4_36,SB4,0.355
SB4_37,SB4,0.371
SB4_38,SB4,0.429
SB4_39,SB4,0.429
SB4_40,SB4,0.441
SB4_41,SB4,0.19
SB4_42,SB4,0.462
SB4_43,SB4,0.562
SB4_44,SB4,0.429
SB4_45,SB4,0.389
SB4_46,SB4,0.389
SB4_47,SB4,0.389
SB4_48,SB4,0.324
SB4_49,SB4,0.485
SB5_0,SB5,0.48
SB5_1,SB5,0.484
SB5_2,SB5,0.353
SB5_3,SB5,0.233
SB5_4,SB5,0.423
SB5_5,SB5,0.314
SB5_6,SB5,0.478
SB5_7,SB5,0.267
SB5_8,SB5,0.586
SB5_9,SB5,0.484
SB5_10,SB5,0.364
SB5_11,SB5,0.484
SB5_12,SB5,0.5
SB5_13,SB5,0.533
SB5_14,SB5,0.087
SB5_15,SB5,0.394
SB5_16,SB5,0.586
SB5_17,SB5,0.552
SB5_18,SB5,0.533
SB5_19,SB5,0.438
SB5_20,SB5,0.364
SB5_21,SB5,0.538
SB5_22,SB5,0.4
SB5_23,SB5,0.211
SB5_24,SB5,0.286
SB5_25,SB5,0.484
SB5_26,SB5,0.438
SB5_27,SB5,0.542
SB5_28,SB5,0.243
SB5_29,SB5,0.211
SB5_30,SB5,0.353
SB5_31,SB5,0.484
SB5_32,SB5,0.48
SB5_33,SB5,0.438
SB5_34,SB5,0.278
SB5_35,SB5,0.406
SB5_36,SB5,0.353
SB5_37,SB5,0.308
SB5_38,SB5,0.517
SB5_39,SB5,0.481
SB5_40,SB5,0.438
SB5_41,SB5,0.36
SB5_42,SB5,0.607
SB5_43,SB5,0.533
SB5_44,SB5,0.278
SB5_45,SB5,0.314
SB5_46,SB5,0.353
SB5_47,SB5,0.556
SB5_48,SB5,0.278
SB5_49,SB5,0.353
GCA_0,GCA,0.286
GCA_1,GCA,0.297
GCA_2,GCA,0.297
GCA_3,GCA,0.263
GCA_4,GCA,0.36
GCA_5,GCA,0.231
GCA_6,GCA,0.455
GCA_7,GCA,0.412
GCA_8,GCA,0.367
GCA_9,GCA,0.226
GCA_10,GCA,0.297
GCA_11,GCA,0.263
GCA_12,GCA,0.297
GCA_13,GCA,0.333
GCA_14,GCA,0.263
GCA_15,GCA,0.333
GCA_16,GCA,0.484
GCA_17,GCA,0.297
GCA_18,GCA,0.412
GCA_19,GCA,0.297
GCA_20,GCA,0.263
GCA_21,GCA,0.184
GCA_22,GCA,0.297
GCA_23,GCA,0.297
GCA_24,GCA,0.231
GCA_25,GCA,0.333
GCA_26,GCA,0.371
GCA_27,GCA,0.5
GCA_28,GCA,0.333
GCA_29,GCA,0.263
GCA_30,GCA,0.297
GCA_31,GCA,0.297
GCA_32,GCA,0.231
GCA_33,GCA,0.297
GCA_34,GCA,0.333
GCA_35,GCA,0.263
GCA_36,GCA,0.297
GCA_37,GCA,0.333
GCA_38,GCA,0.412
GCA_39,GCA,0.231
GCA_40,GCA,0.324
GCA_41,GCA,0.333
GCA_42,GCA,0.2
GCA_43,GCA,0.2
GCA_44,GCA,0.297
GCA_45,GCA,0.297
GCA_46,GCA,0.263
GCA_47,GCA,0.25
GCA_48,GCA,0.297
GCA_49,GCA,0.286
612_0,612,0.257
612_1,612,0.2
612_2,612,0.222
612_3,612,0.222
612_4,612,0.257
612_5,612,0.189
612_6,612,0.294
612_7,612,0.387
612_8,612,0.189
612_9,612,0.333
612_10,612,0.257
612_11,612,0.235
612_12,612,0.222
612_13,612,0.294
612_14,612,0.222
612_15,612,0.257
612_16,612,0.257
612_17,612,0.294
612_18,612,0.222
612_19,612,0.2
612_20,612,0.257
612_21,612,0.257
612_22,612,0.292
612_23,612,0.448
612_24,612,0.189
612_25,612,0.222
612_26,612,0.158
612_27,612,0.333
612_28,612,0.189
612_29,612,0.229
612_30,612,0.294
612_31,612,0.257
612_32,612,0.333
612_33,612,0.257
612_34,612,0.222
612_35,612,0.419
612_36,612,0.185
612_37,612,0.571
612_38,612,0.286
612_39,612,0.467
612_40,612,0.333
612_41,612,0.462
612_42,612,0.333
612_43,612,0.222
612_44,612,0.333
612_45,612,0.294
612_46,612,0.257
612_47,612,0.158
612_48,612,0.265
612_49,612,0.32
ENH_0,ENH,0.37
ENH_1,ENH,0.36
ENH_2,ENH,0.583
ENH_3,ENH,0.667
ENH_4,ENH,0.267
ENH_5,ENH,0.407
ENH_6,ENH,0.296
ENH_7,ENH,0.207
ENH_8,ENH,0.435
ENH_9,ENH,0.636
ENH_10,ENH,0.545
ENH_11,ENH,0.583
ENH_12,ENH,0.357
ENH_13,ENH,0.435
ENH_14,ENH,0.357
ENH_15,ENH,0.455
ENH_16,ENH,0.583
ENH_17,ENH,0.333
ENH_18,ENH,0.226
ENH_19,ENH,0.48
ENH_20,ENH,0.357
ENH_21,ENH,0.321
ENH_22,ENH,0.667
ENH_23,ENH,0.357
ENH_24,ENH,0.5
ENH_25,ENH,0.682
ENH_26,ENH,0.263
ENH_27,ENH,0.762
ENH_28,ENH,0.241
ENH_29,ENH,0.609
ENH_30,ENH,0.226
ENH_31,ENH,0.478
ENH_32,ENH,0.31
ENH_33,ENH,0.357
ENH_34,ENH,0.565
ENH_35,ENH,0.188
ENH_36,ENH,0.4
ENH_37,ENH,0.52
ENH_38,ENH,0.391
ENH_39,ENH,0.52
ENH_40,ENH,0.583
ENH_41,ENH,0.276
ENH_42,ENH,0.333
ENH_43,ENH,0.333
ENH_44,ENH,0.316
ENH_45,ENH,0.391
ENH_46,ENH,0.565
ENH_47,ENH,0.357
ENH_48,ENH,0.455
ENH_49,ENH,0.31
ESI_0,ESI,0.19
ESI_1,ESI,0.125
ESI_2,ESI,0.136
ESI_3,ESI,0.125
ESI_4,ESI,0.059
ESI_5,ESI,0.062
ESI_6,ESI,0.105
ESI_7,ESI,0.158
ESI_8,ESI,0.111
ESI_9,ESI,0.136
ESI_10,ESI,0.062
ESI_11,ESI,0.143
ESI_12,ESI,0.056
ESI_13,ESI,0.05
ESI_14,ESI,0.143
ESI_15,ESI,0.15
ESI_16,ESI,0.143
ESI_17,ESI,0.222
ESI_18,ESI,0.062
ESI_19,ESI,0.19
ESI_20,ESI,0.067
ESI_21,ESI,0.136
ESI_22,ESI,0.118
ESI_23,ESI,0.1
ESI_24,ESI,0.182
ESI_25,ESI,0.2
ESI_26,ESI,0.136
ESI_27,ESI,0.133
ESI_28,ESI,0.188
ESI_29,ESI,0.143
ESI_30,ESI,0.062
ESI_31,ESI,0.25
ESI_32,ESI,0.182
ESI_33,ESI,0.105
ESI_34,ESI,0.143
ESI_35,ESI,0.15
ESI_36,ESI,0.2
ESI_37,ESI,0.125
ESI_38,ESI,0.136
ESI_39,ESI,0.19
ESI_40,ESI,0.222
ESI_41,ESI,0.1
ESI_42,ESI,0.143
ESI_43,ESI,0.118
ESI_44,ESI,0.136
ESI_45,ESI,0.133
ESI_46,ESI,0.211
ESI_47,ESI,0.062
ESI_48,ESI,0.13
ESI_49,ESI,0.1
HOP_0,HOP,0.366
HOP_1,HOP,0.436
HOP_2,HOP,0.514
HOP_3,HOP,0.244
HOP_4,HOP,0.486
HOP_5,HOP,0.556
HOP_6,HOP,0.366
HOP_7,HOP,0.366
HOP_8,HOP,0.217
HOP_9,HOP,0.302
HOP_10,HOP,0.273
HOP_11,HOP,0.35
HOP_12,HOP,0.302
HOP_13,HOP,0.436
HOP_14,HOP,0.225
HOP_15,HOP,0.4
HOP_16,HOP,0.41
HOP_17,HOP,0.333
HOP_18,HOP,0.514
HOP_19,HOP,0.436
HOP_20,HOP,0.25
HOP_21,HOP,0.366
HOP_22,HOP,0.405
HOP_23,HOP,0.312
HOP_24,HOP,0.273
HOP_25,HOP,0.556
HOP_26,HOP,0.366
HOP_27,HOP,0.217
HOP_28,HOP,0.366
HOP_29,HOP,0.4
HOP_30,HOP,0.366
HOP_31,HOP,0.244
HOP_32,HOP,0.4
HOP_33,HOP,0.514
HOP_34,HOP,0.436
HOP_35,HOP,0.436
HOP_36,HOP,0.389
HOP_37,HOP,0.233
HOP_38,HOP,0.341
HOP_39,HOP,0.806
HOP_40,HOP,0.436
HOP_41,HOP,0.353
HOP_42,HOP,0.6
HOP_43,HOP,0.273
HOP_44,HOP,0.6
HOP_45,HOP,0.366
HOP_46,HOP,0.4
HOP_47,HOP,0.6
HOP_48,HOP,0.41
HOP_49,HOP,0.4
MXA_0,MXA,0.231
MXA_1,MXA,0.231
MXA_2,MXA,0.371
MXA_3,MXA,0.263
MXA_4,MXA,0.263
MXA_5,MXA,0.516
MXA_6,MXA,0.171
MXA_7,MXA,0.2
MXA_8,MXA,0.548
MXA_9,MXA,0.343
MXA_10,MXA,0.333
MXA_11,MXA,0.333
MXA_12,MXA,0.357
MXA_13,MXA,0.462
MXA_14,MXA,0.297
MXA_15,MXA,0.516
MXA_16,MXA,0.333
MXA_17,MXA,0.333
MXA_18,MXA,0.407
MXA_19,MXA,0.333
MXA_20,MXA,0.263
MXA_21,MXA,0.27
MXA_22,MXA,0.263
MXA_23,MXA,0.083
MXA_24,MXA,0.297
MXA_25,MXA,0.297
MXA_26,MXA,0.346
MXA_27,MXA,0.276
MXA_28,MXA,0.263
MXA_29,MXA,0.5
MXA_30,MXA,0.346
MXA_31,MXA,0.333
MXA_32,MXA,0.2
MXA_33,MXA,0.5
MXA_34,MXA,0.297
MXA_35,MXA,0.263
MXA_36,MXA,0.231
MXA_37,MXA,0.455
MXA_38,MXA,0.297
MXA_39,MXA,0.263
MXA_40,MXA,0.333
MXA_41,MXA,0.333
MXA_42,MXA,0.346
MXA_43,MXA,0.263
MXA_44,MXA,0.333
MXA_45,MXA,0.455
MXA_46,MXA,0.464
MXA_47,MXA,0.455
MXA_48,MXA,0.516
MXA_49,MXA,0.297
LY2_0,LY2,0.438
LY2_1,LY2,0.643
LY2_2,LY2,0.438
LY2_3,LY2,0.484
LY2_4,LY2,0.353
LY2_5,LY2,0.533
LY2_6,LY2,0.533
LY2_7,LY2,0.586
LY2_8,LY2,0.278
LY2_9,LY2,0.643
LY2_10,LY2,0.353
LY2_11,LY2,0.64
LY2_12,LY2,0.593
LY2_13,LY2,0.25
LY2_14,LY2,0.484
LY2_15,LY2,0.353
LY2_16,LY2,0.542
LY2_17,LY2,0.586
LY2_18,LY2,0.353
LY2_19,LY2,0.433
LY2_20,LY2,0.542
LY2_21,LY2,0.484
LY2_22,LY2,0.4
LY2_23,LY2,0.348
LY2_24,LY2,0.353
LY2_25,LY2,0.484
LY2_26,LY2,0.438
LY2_27,LY2,0.484
LY2_28,LY2,0.438
LY2_29,LY2,0.364
LY2_30,LY2,0.417
LY2_31,LY2,0.704
LY2_32,LY2,0.586
LY2_33,LY2,0.314
LY2_34,LY2,0.533
LY2_35,LY2,0.533
LY2_36,LY2,0.314
LY2_37,LY2,0.478
LY2_38,LY2,0.314
LY2_39,LY2,0.458
LY2_40,LY2,0.52
LY2_41,LY2,0.278
LY2_42,LY2,0.6
LY2_43,LY2,0.484
LY2_44,LY2,0.357
LY2_45,LY2,0.484
LY2_46,LY2,0.704
LY2_47,LY2,0.484
LY2_48,LY2,0.484
LY2_49,LY2,0.444
R99_0,R99,0.405
R99_1,R99,0.268
R99_2,R99,0.275
R99_3,R99,0.308
R99_4,R99,0.186
R99_5,R99,0.405
R99_6,R99,0.111
R99_7,R99,0.209
R99_8,R99,0.405
R99_9,R99,0.379
R99_10,R99,0.268
R99_11,R99,0.333
R99_12,R99,0.3
R99_13,R99,0.486
R99_14,R99,0.368
R99_15,R99,0.226
R99_16,R99,0.214
R99_17,R99,0.303
R99_18,R99,0.333
R99_19,R99,0.529
R99_20,R99,0.368
R99_21,R99,0.3
R99_22,R99,0.412
R99_23,R99,0.429
R99_24,R99,0.19
R99_25,R99,0.333
R99_26,R99,0.677
R99_27,R99,0.275
R99_28,R99,0.405
R99_29,R99,0.268
R99_30,R99,0.182
R99_31,R99,0.481
R99_32,R99,0.159
R99_33,R99,0.333
R99_34,R99,0.393
R99_35,R99,0.195
R99_36,R99,0.3
R99_37,R99,0.405
R99_38,R99,0.368
R99_39,R99,0.256
R99_40,R99,0.3
R99_41,R99,0.364
R99_42,R99,0.405
R99_43,R99,0.457
R99_44,R99,0.378
R99_45,R99,0.3
R99_46,R99,0.3
R99_47,R99,0.31
R99_48,R99,0.429
R99_49,R99,0.457
RL2_0,RL2,0.3
RL2_1,RL2,0.209
RL2_2,RL2,0.31
RL2_3,RL2,0.209
RL2_4,RL2,0.368
RL2_5,RL2,0.3
RL2_6,RL2,0.368
RL2_7,RL2,0.389
RL2_8,RL2,0.161
RL2_9,RL2,0.406
RL2_10,RL2,0.378
RL2_11,RL2,0.457
RL2_12,RL2,0.077
RL2_13,RL2,0.209
RL2_14,RL2,0.405
RL2_15,RL2,0.268
RL2_16,RL2,0.333
RL2_17,RL2,0.368
RL2_18,RL2,0.209
RL2_19,RL2,0.238
RL2_20,RL2,0.258
RL2_21,RL2,0.529
RL2_22,RL2,0.244
RL2_23,RL2,0.333
RL2_24,RL2,0.368
RL2_25,RL2,0.209
RL2_26,RL2,0.343
RL2_27,RL2,0.5
RL2_28,RL2,0.3
RL2_29,RL2,0.389
RL2_30,RL2,0.209
RL2_31,RL2,0.268
RL2_32,RL2,0.308
RL2_33,RL2,0.368
RL2_34,RL2,0.282
RL2_35,RL2,0.182
RL2_36,RL2,0.182
RL2_37,RL2,0.268
RL2_38,RL2,0.209
RL2_39,RL2,0.209
RL2_40,RL2,0.209
RL2_41,RL2,0.111
RL2_42,RL2,0.268
RL2_43,RL2,0.156
RL2_44,RL2,0.333
RL2_45,RL2,0.156
RL2_46,RL2,0.267
RL2_47,RL2,0.424
RL2_48,RL2,0.405
RL2_49,RL2,0.552
EFZ_0,EFZ,0.345
EFZ_1,EFZ,0.385
EFZ_2,EFZ,0.355
EFZ_3,EFZ,0.242
EFZ_4,EFZ,0.312
EFZ_5,EFZ,0.462
EFZ_6,EFZ,0.323
EFZ_7,EFZ,0.182
EFZ_8,EFZ,0.182
EFZ_9,EFZ,0.5
EFZ_10,EFZ,0.2
EFZ_11,EFZ,0.355
EFZ_12,EFZ,0.312
EFZ_13,EFZ,0.355
EFZ_14,EFZ,0.323
EFZ_15,EFZ,0.414
EFZ_16,EFZ,0.355
EFZ_17,EFZ,0.375
EFZ_18,EFZ,0.273
EFZ_19,EFZ,0.4
EFZ_20,EFZ,0.235
EFZ_21,EFZ,0.355
EFZ_22,EFZ,0.429
EFZ_23,EFZ,0.4
EFZ_24,EFZ,0.4
EFZ_25,EFZ,0.312
EFZ_26,EFZ,0.323
EFZ_27,EFZ,0.355
EFZ_28,EFZ,0.355
EFZ_29,EFZ,0.444
EFZ_30,EFZ,0.273
EFZ_31,EFZ,0.281
EFZ_32,EFZ,0.273
EFZ_33,EFZ,0.464
EFZ_34,EFZ,0.381
EFZ_35,EFZ,0.345
EFZ_36,EFZ,0.312
EFZ_37,EFZ,0.448
EFZ_38,EFZ,0.364
EFZ_39,EFZ,0.2
EFZ_40,EFZ,0.355
EFZ_41,EFZ,0.312
EFZ_42,EFZ,0.235
EFZ_43,EFZ,0.273
EFZ_44,EFZ,0.29
EFZ_45,EFZ,0.414
EFZ_46,EFZ,0.4
EFZ_47,EFZ,0.448
EFZ_48,EFZ,0.367
EFZ_49,EFZ,0.19
BRL_0,BRL,0.471
BRL_1,BRL,0.278
BRL_2,BRL,0.08
BRL_3,BRL,0.08
BRL_4,BRL,0.562
BRL_5,BRL,0.25
BRL_6,BRL,0.25
BRL_7,BRL,0.22
BRL_8,BRL,0.282
BRL_9,BRL,0.316
BRL_10,BRL,0.278
BRL_11,BRL,0.25
BRL_12,BRL,0.316
BRL_13,BRL,0.281
BRL_14,BRL,0.324
BRL_15,BRL,0.25
BRL_16,BRL,0.25
BRL_17,BRL,0.429
BRL_18,BRL,0.2
BRL_19,BRL,0.25
BRL_20,BRL,0.289
BRL_21,BRL,0.25
BRL_22,BRL,0.282
BRL_23,BRL,0.351
BRL_24,BRL,0.19
BRL_25,BRL,0.25
BRL_26,BRL,0.515
BRL_27,BRL,0.25
BRL_28,BRL,0.282
BRL_29,BRL,0.25
BRL_30,BRL,0.316
BRL_31,BRL,0.314
BRL_32,BRL,0.163
BRL_33,BRL,0.282
BRL_34,BRL,0.22
BRL_35,BRL,0.278
BRL_36,BRL,0.25
BRL_37,BRL,0.25
BRL_38,BRL,0.22
BRL_39,BRL,0.25
BRL_40,BRL,0.226
BRL_41,BRL,0.324
BRL_42,BRL,0.357
BRL_43,BRL,0.25
BRL_44,BRL,0.22
BRL_45,BRL,0.282
BRL_46,BRL,0.25
BRL_47,BRL,0.282
BRL_48,BRL,0.282
BRL_49,BRL,0.263
9AR_0,9AR,0.405
9AR_1,9AR,0.5
9AR_2,9AR,0.263
9AR_3,9AR,0.576
9AR_4,9AR,0.3
9AR_5,9AR,0.214
9AR_6,9AR,0.268
9AR_7,9AR,0.268
9AR_8,9AR,0.037
9AR_9,9AR,0.457
9AR_10,9AR,0.515
9AR_11,9AR,0.077
