name,TotalExposedSasa,TotalBSA,InterfaceHydrophobicSasa,InterfacePolarSasa,InteractionScore,FaAtrInteraction,FaRepInteraction,FaSolInteraction,FaElecInteraction,HBondBbScInteraction,HBondScInteraction,GenBonded,HBInterface,TotalPackStat,InterfaceUnsat,SideFlexAlpha,SideFlexBeta,SideFlexOther,BackFlexAlpha,BackFlexBeta,BackFlexOther,PiPi,TStacking,CationPi,SaltBridge,TotalElec,TotalHBond,TotalHphobics,6.6,6.7,6.8,6.9,6.15,6.16,6.17,6.35,6.53,7.6,7.7,7.8,7.9,7.15,7.16,7.17,7.35,7.53,8.6,8.7,8.8,8.9,8.15,8.16,8.17,8.35,8.53,16.6,16.7,16.8,16.9,16.15,16.16,16.17,16.35,16.53,FCsp3,NumHAcceptors,NumHDonors,MolLogP,TPSA,VdwSA,Class,PDB_code
actives_best/mini_1c1c_model0_chainA_612_resi999__chainA.pdb,-0.2361747221879453,811.3999999999978,0.8652497465056275,0.1347502534943724,-39.065667806641386,-39.52033966947874,9.175647335030476,0.9318806144910924,-2.710498452203637,-1.0346428697441752,0.0,17.03452569697859,1.0,0.000724,3.0,0,405,40,0,54,11,0,0,0,0,-87000.44356205013,1,27,3198,746,767,10,401,97,96,0,597,145,146,0,0,0,0,0,0,0,0,0,216,49,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0.75,5,1,3.078800000000001,64.09,418.617952120875,1,1C1C_612
actives_best/mini_1c1e_model0_chainH_ENH_resi703__chainH.pdb,-0.1276789488009608,567.3000000000011,0.7317664672286823,0.2682335327713177,-22.19610995454235,-23.33186203019136,4.687748016802971,4.284915053042028,-1.849443357437849,0.0,-1.3999080275028604,4.28435112944169,1.0,0.0057719999999999,6.0,0,121,37,0,6,12,0,0,0,0,-32415.951038290485,1,16,1265,347,357,17,144,39,41,2,292,78,81,4,0,0,0,0,0,0,0,0,0,0,0,0,632,189,180,8,0,0,0,0,0,0,0,0,0.6,2,0,3.062900000000001,37.38,268.0501689879224,1,1C1E_ENH
actives_best/mini_1c5q_model0_chainA_ESI_resi246__chainA_altB.pdb,-0.1347784949143387,488.4099999999999,0.514887566623736,0.485112433376264,-24.28335604558538,-24.600095255301312,2.91437537807019,16.28908688318063,-9.714875114947631,-1.8327554680588487,-2.7131660252637886,5.054230518229017,4.0,0.0191399999999999,6.0,0,32,91,0,23,40,0,0,0,0,-306341.164911077,4,9,1394,394,489,43,383,109,120,9,0,0,0,0,0,0,0,0,0,0,0,0,187,55,63,6,0,0,0,0,0,0,0,0,121,37,43,2,0.0,1,2,0.9702999999999998,51.61,226.58382884215652,1,1C5Q_ESI
actives_best/mini_1d4p_model0_chainB_BPP_resi400__chainB.pdb,-0.1647127144855567,828.7000000000007,0.6709782601373047,0.3290217398626953,-29.397359116427992,-35.35971427802269,7.375524264180001,12.069620131577608,-3.702791260924186,-1.5301632795432454,-1.4242756931709266,17.283530643277764,2.0,0.0109989999999999,8.0,0,98,217,0,43,43,0,0,0,0,-165986.42300103325,2,37,3548,925,1086,80,697,194,228,18,136,42,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2727272727272727,2,3,3.546870000000002,85.96999999999998,451.4401232688277,1,1D4P_BPP
actives_best/mini_1d6v_model0_chainH_HOP_resi401__chainL_chainH.pdb,-0.0394613123222147,725.2000000000007,0.7314250509673884,0.2685749490326116,-27.44684263969964,-33.20397797010128,9.831523555245894,4.113158566327002,-1.8985216218275127,0.0,0.0,2.8247461191714565,0.0,0.022712,11.0,0,291,102,0,12,1,0,0,1,0,-40980.37576065128,1,51,4594,1044,1169,11,135,30,40,0,503,116,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391304347826087,4,3,3.693400000000002,86.63000000000001,494.4890577967874,1,1D6V_HOP
actives_best/mini_1dlr_model0_chainA_MXA_resi188__chainA.pdb,-0.2171373109182144,783.2000000000007,0.8239120885417189,0.1760879114582811,-36.83316405841822,-36.16034115904404,8.845286494775337,3.9028410836806415,-5.682681448493213,-1.6568875945515664,-1.1103342093436162,9.885381174647296,3.0,0.005776,6.0,133,85,175,5,43,2,0,0,0,0,-92562.30452525688,3,44,3330,801,843,26,1163,235,261,12,345,88,84,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2352941176470588,7,2,2.10562,109.17,389.8384933962012,1,1DLR_MXA
actives_best/mini_1e7v_model0_chainA_LY2_resi3095__chainA.pdb,-0.2311505335810679,764.1999999999971,0.8298554923378979,0.1701445076621021,-23.04311482487492,-26.59075841357572,8.83095316890467,-0.5728713838498152,-1.506701530850478,0.0,0.0,2.469492316290946,0.0,-0.014871,10.0,0,227,78,0,13,9,0,0,0,0,2485.617646285036,1,24,3671,917,964,51,206,46,54,3,587,144,159,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2105263157894736,4,0,3.2966000000000024,42.68,378.1752696998336,1,1E7V_LY2
actives_best/mini_1eap_model0_chainB_HEP_resi222__chainA_chainB.pdb,-0.1749807388790427,721.9000000000015,0.6938268137423844,0.3061731862576156,-17.063116721733195,-32.979484162149674,7.684935702341363,12.754274451759784,-3.1231227145439107,-2.270201903846836,-0.1402846703834654,29.39030945308022,3.0,0.0062259999999999,8.0,0,233,137,0,5,31,0,0,0,3,-113652.8986954604,3,19,2957,739,706,7,174,46,43,0,979,255,241,0,0,0,0,0,204,53,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4666666666666667,6,3,2.7481000000000004,112.93,446.5398378171366,1,1EAP_HEP
actives_best/mini_1ejn_model0_chainA_AGB_resi800__chainA.pdb,-0.1316437612206695,730.3999999999996,0.577514086488375,0.422485913511625,-26.38067553086978,-39.90665098470913,7.943991538046077,26.377874152050023,-8.851396648601678,-3.1579399248126947,-0.5531424453241129,38.27628684969125,4.0,0.0156719999999999,13.0,0,54,246,0,24,101,0,0,0,1,-26964.44615872573,6,20,3207,863,1000,80,929,252,291,20,170,47,59,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5789473684210527,2,5,2.75997,103.03,445.7374654599526,1,1EJN_AGB
actives_best/mini_1ewl_model0_chainA_R99_resi280__chainA.pdb,-0.0495188892887963,690.1099999999988,0.6648557811545144,0.3351442188454856,-22.535757725441613,-28.02932426028019,4.951251086150506,8.91780538877947,-2.607032210095156,0.0,0.0,7.942988807679279,0.0,0.007703,12.0,56,79,94,1,42,49,0,0,0,0,192574.21937116847,1,17,2239,680,787,54,255,79,94,7,616,189,209,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5263157894736842,5,4,1.1018999999999994,115.73,502.4247321661716,1,1EWL_R99
actives_best/mini_1ewm_model0_chainA_RL2_resi280__chainA.pdb,-0.0360343449511963,708.2000000000007,0.662792368058145,0.337207631941855,-22.612910082556937,-25.835460759661373,5.265430549565906,5.364204497076571,-2.0221521134436102,0.0,0.0,13.439669736797876,0.0,0.013009,6.0,51,68,115,3,42,32,0,0,0,0,73402.21811560859,1,15,2322,697,802,49,218,65,76,6,560,171,192,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5263157894736842,5,4,1.1018999999999994,115.73,497.40371765821897,1,1EWM_RL2
actives_best/mini_1fk9_model0_chainA_EFZ_resi999__chainA.pdb,-0.2077590972443084,663.2000000000007,0.8559323159915636,0.1440676840084364,-36.69011216954323,-32.25819711817485,7.489926596411351,-0.3480050317166387,-4.067992821352277,-3.074055499335742,0.0,12.423540184507566,2.0,0.0129679999999999,3.0,0,269,8,0,42,6,0,0,0,0,-70983.39810742225,2,23,2943,697,699,4,202,46,47,0,389,93,92,0,607,132,138,0,0,0,0,0,0,0,0,0,212,50,53,0,0,0,0,0,0,0,0,0,0.3571428571428571,2,1,4.073100000000002,38.33,317.13273114153696,1,1FK9_EFZ
actives_best/mini_1fm6_model0_chainD_BRL_resi503__chainD.pdb,-0.1961827814749239,821.0,0.8294660053670234,0.1705339946329765,-35.76724617135039,-44.02277166178101,10.683389976718331,6.8747258138917005,-2.84239333705682,0.0,-1.7451588128204705,10.18055316724274,3.0,0.0143599999999999,2.0,346,76,9,42,1,0,0,0,0,0,67702.061400468,3,28,3859,886,855,74,644,147,144,11,675,158,155,11,0,0,0,0,0,0,0,0,223,49,41,4,0,0,0,0,0,0,0,0,0,0,0,0,0.2777777777777778,6,1,2.4909,71.53,426.5470680075732,1,1FM6_BRL
actives_best/mini_1fpu_model0_chainB_PRC_resi2__chainB.pdb,-0.1825828207161499,886.6000000000004,0.8407961231302644,0.1592038768697355,-43.31417809676702,-46.80639527439962,13.229282781859524,6.644412769817791,-4.620993772699535,-2.5458274245709447,-1.4393656742643763,13.731355511495297,2.0,0.004863,4.0,80,310,98,0,40,18,0,0,0,0,90775.50121243308,2,60,4340,1008,1162,47,1177,285,316,12,200,43,51,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454545454545454,6,2,4.237920000000002,92.69,427.6887598004969,1,1FPU_PRC
actives_best/mini_1fv0_model0_chainA_9AR_resi401__chainA.pdb,-0.2257478381796631,760.8899999999994,0.7238709456287549,0.2761290543712452,-21.34255532211972,-34.1517021645941,6.922208532949384,10.006732581640222,0.3927964541052802,0.0,0.0,22.34321578394088,0.0,-1.6999999999933735e-05,5.0,114,0,144,7,0,56,0,0,0,0,172566.431770241,0,23,2795,677,812,63,118,30,33,2,1132,269,321,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1176470588235294,7,3,2.933700000000002,125.53000000000002,351.18266354056607,1,1FV0_9AR
actives_best/mini_1fvt_model0_chainA_106_resi299__chainA.pdb,-0.1763164791571205,717.3999999999996,0.7296456972110427,0.2703543027889573,-25.48639642211174,-33.577352424001674,10.756917039357065,13.76385366885802,-6.656552271077544,-5.055146498502559,0.0,18.973181281428385,4.0,0.003614,3.0,29,263,10,0,46,1,0,0,0,1,-104094.43804117924,4,24,2690,655,663,0,717,177,179,0,474,118,122,1,0,0,0,0,0,0,0,0,145,37,34,0,0,0,0,0,215,53,53,0,0,0,0,0,0.0,5,3,1.8648,113.65,359.3842608587557,1,1FVT_106
actives_best/mini_1fxv_model0_chainB_PNN_resi1001__chainB.pdb,0.0050489580867906,497.6999999999971,0.8058311538884204,0.1941688461115795,-20.705521643402108,-19.104155091188204,4.554135827810455,-0.1713182281014269,-2.1278250029827177,0.0,-0.7634396584287728,9.795441917416731,1.0,-0.0044590000000001,4.0,16,73,113,0,9,7,0,0,0,0,-60090.54509645557,1,16,2707,609,741,7,317,71,78,0,541,123,141,0,0,0,0,0,0,0,0,0,141,41,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4375,5,2,0.8607999999999996,86.71000000000001,398.99694920377897,1,1FXV_PNN
actives_best/mini_1g9v_model0_chainA_RQ3_resi801__chainB_chainA.pdb,-0.0539502894284162,691.7000000000007,0.7436127350100278,0.2563872649899723,-20.578209555057697,-19.28564809830914,4.4324408867552165,0.5202531613376777,-2.305411149492216,0.0,0.0,9.297246510913912,0.0,-0.008793,1.0,211,0,34,1,0,0,0,0,1,1,-142547.68769727895,0,20,2831,762,829,31,172,47,44,2,478,113,137,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,4,2,3.7266400000000015,75.63,446.95314180346446,1,1G9V_RQ3
actives_best/mini_1ggd_model0_chainC_FAF_altA_resi301__chainC_altB.pdb,0.0002875820788285,550.8299999999999,0.5980009738103051,0.4019990261896948,-22.9485854465849,-27.478133485436672,6.286548955802331,13.46185546864001,-6.292211441070407,-4.368195066794826,0.0,2.214801028852119,3.0,-0.004013,1.0,0,85,111,0,55,51,0,0,0,0,-161427.79740941935,3,22,1704,451,545,61,180,47,61,8,265,72,97,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4705882352941176,3,2,1.4635999999999996,75.27000000000001,425.6324446922106,1,1GGD_FAF
actives_best/mini_1gii_model0_chainA_1PU_resi501__chainA.pdb,-0.2006633929591057,674.8999999999996,0.6968863396933176,0.3031136603066824,-23.85466344043164,-28.151931841418445,5.408559919006279,9.659579323151092,-4.999809073470203,-3.88776112504484,0.0,8.21543170687568,2.0,-0.00495,3.0,2,237,26,0,23,24,0,0,0,0,-98153.53178524168,3,18,3140,825,846,0,748,194,204,0,392,102,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2352941176470588,3,2,3.016300000000001,74.33000000000001,356.01608775926024,1,1GII_1PU
actives_best/mini_1gij_model0_chainA_2PU_resi501__chainA.pdb,-0.1740347585160397,796.0,0.6223374710905462,0.3776625289094539,-29.452749775401458,-33.427533908073656,6.800057567219824,10.016171594846355,-5.950040874768206,-3.7855884520240153,0.0,19.6475650106564,2.0,-0.0016009999999999,8.0,1,266,40,0,32,28,0,0,0,2,-115619.95397619242,2,18,3360,880,903,1,1035,281,286,0,397,103,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4210526315789473,4,4,2.7689000000000004,102.15,439.6708599347604,1,1GIJ_2PU
actives_best/mini_1gj4_model0_chainH_132_resi410__chainH_altA.pdb,-0.1932260879735849,770.5,0.7176655417500708,0.2823344582499292,-31.58531661848167,-37.32246994346952,9.352956208727903,18.08133941668177,-9.265201371621856,-1.2242428202306286,-2.3441523685820265,23.662051681022803,5.0,0.0054319999999999,10.0,0,60,229,0,37,44,0,0,1,0,-91222.69542255223,5,37,3428,903,1083,86,564,159,187,11,177,42,54,4,0,0,0,0,0,0,0,0,0,0,0,0,220,55,62,7,0,0,0,0,0,0,0,0,0.0,1,4,3.3253000000000013,87.63000000000001,402.6557766091408,1,1GJ4_132
actives_best/mini_1gj5_model0_chainH_130_resi410__chainH_altB.pdb,-0.1746284134761551,723.3999999999996,0.693478888256453,0.306521111743547,-23.072650332713124,-34.05041941241848,6.343941236979333,18.98060121660353,-4.179349777716936,0.0,-2.629671344662974,17.17018393034848,3.0,0.0161829999999999,12.0,0,52,211,0,30,34,0,0,1,0,158232.58655108794,3,30,3225,873,1031,77,723,202,239,15,177,43,53,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,4,3.8865700000000007,98.78,383.01191039701314,1,1GJ5_130
actives_best/mini_1gj8_model0_chainB_133_resi251__chainB_altB.pdb,-0.1271460882549981,687.1000000000004,0.4961597907502019,0.5038402092497981,-22.538341835769074,-29.177021011518946,2.8907858937262745,16.111358739182265,-3.8459918781965134,-0.7376312588364868,-1.472172258679965,10.705856020713217,3.0,0.0068149999999999,11.0,0,67,139,0,44,28,0,0,0,0,-97865.2524074775,3,15,2709,750,864,72,671,191,213,16,300,83,95,7,210,54,63,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,4,4,3.393470000000001,108.01,407.1245481816707,1,1GJ8_133
actives_best/mini_1h1q_model0_chainC_2A6_resi1298__chainC.pdb,-0.2440166493236217,829.4000000000015,0.7387767166032071,0.2612232833967929,-35.502896065853406,-37.54492246415498,8.623460712493056,4.980090848761392,-3.6881089688502016,-3.004679426526863,0.0,6.269844906034994,2.0,-0.00563,8.0,12,299,45,0,61,19,0,0,0,0,-40513.89868955952,2,31,3295,822,876,0,1008,252,265,0,220,52,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3888888888888889,5,2,4.055600000000002,75.72,410.6099246067739,1,1H1Q_2A6
actives_best/mini_1h82_model0_chainA_GZZ_resi590__chainA.pdb,-0.1497994406299043,1006.0,0.5609758619976422,0.4390241380023578,-42.11274853131226,-46.40299305223834,11.38282506179678,11.15275074002443,-7.575604547415878,-2.6798328446003694,-2.493906050513644,29.711306521994576,4.0,0.0132559999999999,11.0,125,173,211,27,9,50,0,0,1,3,32139.306717868152,5,40,3914,837,1090,11,1446,318,428,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,3,7,2.22334,135.83,569.6369092001827,1,1H82_GZZ
actives_best/mini_1h9z_model0_chainA_RWF_resi3001__chainA.pdb,-0.2104673322865624,711.3000000000029,0.8066464041572987,0.1933535958427013,-30.793847236633383,-32.43039306781884,7.936753904266311,0.071986790131632,-1.896708287894625,0.0,-0.9629609171989556,10.591394606209226,1.0,0.0094749999999999,5.0,386,0,0,24,0,0,0,0,0,0,-37831.0436364119,0,38,3741,987,966,66,0,0,0,0,795,221,205,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1578947368421052,4,1,3.6096000000000026,67.51,367.6732915335005,1,1H9Z_RWF
actives_best/mini_1ha2_model0_chainA_SWF_resi3001__chainA.pdb,-0.2541977573568741,733.4000000000015,0.7618234189465779,0.238176581053422,-28.190725378504112,-29.51600363836769,6.681196028841441,-0.0469131183340323,-1.105738823575848,0.0,0.0,11.656145168511378,0.0,-0.001251,3.0,360,0,0,25,0,0,0,0,0,0,-32736.69440493916,0,30,3717,999,956,80,0,0,0,0,787,225,207,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1578947368421052,4,1,3.609600000000003,67.50999999999999,362.3784853705517,1,1HA2_SWF
actives_best/mini_1i9h_model0_chainB_BNI_resi502__chainB.pdb,-0.1162729880209223,730.5300000000007,0.7014035286658956,0.2985964713341044,-33.75186566148443,-34.74959887632485,6.534141686706079,10.092448159858291,-5.562956530964328,-0.6062496470599754,-5.589228423969054,24.25058967636897,4.0,0.0056929999999999,6.0,0,333,94,0,3,27,0,0,0,0,-339096.23919704545,4,32,2502,668,721,0,620,164,178,0,522,137,155,0,0,0,0,0,0,0,0,0,212,51,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,4,4,2.1505,110.54,419.1684101254758,1,1I9H_BNI
actives_best/mini_1inc_model0_chainA_ICL_resi260__chainA.pdb,-0.1070759162212626,698.2999999999993,0.5890636754332923,0.4109363245667077,-23.83709944526948,-27.098117557202382,9.113435196340845,8.608567885528373,-5.467279985660866,-2.4244705342626105,-1.1624518405283943,12.985825423648542,3.0,0.0191289999999999,4.0,0,67,184,0,28,27,0,0,0,0,-93590.850942536,3,17,2249,682,715,66,252,81,84,8,526,162,168,16,0,0,0,0,0,0,0,0,0,0,0,0,176,52,57,4,0,0,0,0,0,0,0,0,0.4705882352941176,4,2,3.6403000000000016,84.50000000000001,430.18144645645407,1,1INC_ICL
actives_best/mini_1ix1_model0_chainA_BB2_resi1301__chainA.pdb,-0.1354931115301465,810.1800000000003,0.6755837411787767,0.3244162588212232,-40.57783576520063,-40.21102631772055,10.195990923470504,16.806319649190755,-13.500643878397568,-4.553685447113811,-4.618964220521882,4.997633347445513,6.0,0.0380949999999999,9.0,145,222,87,3,50,25,0,0,0,1,-151981.00701280648,8,17,3041,765,819,77,532,139,141,14,864,214,232,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8421052631578947,5,4,1.2025000000000003,118.97,544.1634476808172,1,1IX1_BB2
actives_best/mini_1jla_model0_chainA_TNK_resi999__chainA.pdb,-0.2437696193982312,894.2000000000007,0.8595029874827383,0.1404970125172616,-42.57431601837834,-45.76963703718593,11.44381717055012,2.738951178188472,-2.933444214565384,-1.3089590737736216,0.0,13.036239677846346,1.0,0.007258,4.0,0,406,79,0,52,13,0,0,0,0,-157289.30930005922,1,54,4163,1015,1020,26,399,98,93,2,564,139,140,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2727272727272727,4,1,3.4251000000000023,64.09,445.6236052617792,1,1JLA_TNK
actives_best/mini_1k3t_model0_chainC_BRZ_resi960__chainC_altA.pdb,0.0964696133001852,440.1999999999989,0.7788408075617784,0.2211591924382216,-15.447948507309093,-13.856574398515022,2.9172045314313664,0.0875317084382913,-3.040740849618146,-1.1199341176202182,0.0,8.689201737046558,1.0,0.0001249999999999,1.0,69,72,1,6,19,0,0,0,0,0,-74051.683231676,1,9,2299,711,848,34,0,0,0,0,466,139,174,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4210526315789473,4,1,3.331000000000002,59.67,395.6635100735424,1,1K3T_BRZ
